[2025-07-07 12:24:33] SECTION: 
==================================================
CATEGORY COMPRESSION PROCESS STARTED
==================================================
[2025-07-07 12:24:33] INFO: Process configuration | Context: batch_size=10, dry_run=False, model=gpt-4.1
[2025-07-07 12:28:00] SUCCESS: ✅ Database updated with compressed description | Context: category=transitionMatrix, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 12:28:00] INFO: Compressing category | Context: category=entityGcorrFactorWeight, original_words=78, original_preview=This category contains the weights for the global correlation factors. This category is used, if eit..., display_name=Entity GCorr Factor Weight
[2025-07-07 12:28:01] SUCCESS: ✅ Successfully compressed category | Context: category=entityGcorrFactorWeight, original_words=78, compressed_words=56, reduction=28.2%, compressed_preview=Stores weights for global correlation (GCorr) factors when geography, sector, or both are defined by...
[2025-07-07 12:28:01] INFO: Saving compressed description to NEW field | Context: category=entityGcorrFactorWeight, action=adding_compressed_description_field
[2025-07-07 12:28:02] SUCCESS: ✅ Database updated with compressed description | Context: category=entityGcorrFactorWeight, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 12:28:02] INFO: Compressing category | Context: category=hlaReferenceData, original_words=15, original_preview=Contains the reference data used for deriving the historical loss analyzer (HLA) qualitative adjustm..., display_name=HLA Reference Data
[2025-07-07 12:28:03] SUCCESS: ✅ Successfully compressed category | Context: category=hlaReferenceData, original_words=15, compressed_words=11, reduction=26.7%, compressed_preview=Reference data for deriving Historical Loss Analyzer (HLA) qualitative adjustment factor....
[2025-07-07 12:28:03] INFO: Saving compressed description to NEW field | Context: category=hlaReferenceData, action=adding_compressed_description_field
[2025-07-07 12:28:04] SUCCESS: ✅ Database updated with compressed description | Context: category=hlaReferenceData, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 12:28:04] INFO: Compressing category | Context: category=callReport, original_words=5, original_preview=Contains the call report data...., display_name=Call Report
[2025-07-07 12:28:04] FAILURE: ❌ Category compression validation failed | Context: category=callReport, original_words=5, compressed_result=Contains the call report data...., issues=[None, 'No change', 'Not shorter']
[2025-07-07 12:28:04] INFO: Compressing category | Context: category=instrumentReportingPS, original_words=8, original_preview=This category contains the reported amounts for PortfolioStudio...., display_name=Instrument Reporting Portfolio Studio
[2025-07-07 12:28:05] SUCCESS: ✅ Successfully compressed category | Context: category=instrumentReportingPS, original_words=8, compressed_words=5, reduction=37.5%, compressed_preview=Reported amounts for Portfolio Studio....
[2025-07-07 12:28:05] INFO: Saving compressed description to NEW field | Context: category=instrumentReportingPS, action=adding_compressed_description_field
[2025-07-07 12:28:06] SUCCESS: ✅ Database updated with compressed description | Context: category=instrumentReportingPS, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 12:28:06] INFO: Compressing category | Context: category=ildInput, original_words=12, original_preview=This category is the Interagency Loan Data file provided to the FDIC...., display_name=ILD Input
[2025-07-07 12:28:07] SUCCESS: ✅ Successfully compressed category | Context: category=ildInput, original_words=12, compressed_words=7, reduction=41.7%, compressed_preview=Interagency Loan Data file provided to FDIC...
[2025-07-07 12:28:07] INFO: Saving compressed description to NEW field | Context: category=ildInput, action=adding_compressed_description_field
[2025-07-07 12:28:08] SUCCESS: ✅ Database updated with compressed description | Context: category=ildInput, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 12:28:08] INFO: Compressing category | Context: category=entityGcorrModelParameter, original_words=33, original_preview=This category contains the parameters to use with a given global correlation model. Data is imported..., display_name=Entity GCorr Model Parameter
[2025-07-07 12:28:08] SUCCESS: ✅ Successfully compressed category | Context: category=entityGcorrModelParameter, original_words=33, compressed_words=21, reduction=36.4%, compressed_preview=Parameters for a global correlation model. Data imported by portfolio and as of date. Primary key: a...
[2025-07-07 12:28:08] INFO: Saving compressed description to NEW field | Context: category=entityGcorrModelParameter, action=adding_compressed_description_field
[2025-07-07 12:28:10] SUCCESS: ✅ Database updated with compressed description | Context: category=entityGcorrModelParameter, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 12:28:10] INFO: Compressing category | Context: category=entityAddress, original_words=20, original_preview=List of all addresses that have been associated with an entity. The list will included both present ..., display_name=Entity Address
[2025-07-07 12:28:10] SUCCESS: ✅ Successfully compressed category | Context: category=entityAddress, original_words=20, compressed_words=9, reduction=55.0%, compressed_preview=All current and former addresses associated with an entity....
[2025-07-07 12:28:10] INFO: Saving compressed description to NEW field | Context: category=entityAddress, action=adding_compressed_description_field
[2025-07-07 12:28:12] SUCCESS: ✅ Database updated with compressed description | Context: category=entityAddress, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 12:28:12] INFO: Compressing category | Context: category=entityContact, original_words=7, original_preview=List of current contacts for the entity...., display_name=Entity Contact
[2025-07-07 12:28:12] SUCCESS: ✅ Successfully compressed category | Context: category=entityContact, original_words=7, compressed_words=3, reduction=57.1%, compressed_preview=Current entity contacts....
[2025-07-07 12:28:12] INFO: Saving compressed description to NEW field | Context: category=entityContact, action=adding_compressed_description_field
[2025-07-07 12:28:14] SUCCESS: ✅ Database updated with compressed description | Context: category=entityContact, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 12:28:14] INFO: Processing batch | Context: batch_num=10, total_batches=17, batch_size=10
[2025-07-07 12:28:14] INFO: Compressing category | Context: category=instrumentCollateralLink, original_words=13, original_preview=Contains the allocation percenage for each C&I (non CRE) insturment and collateral relationship...., display_name=Instrument Collateral Link
[2025-07-07 12:28:14] FAILURE: ❌ Category compression validation failed | Context: category=instrumentCollateralLink, original_words=13, compressed_result=Contains the allocation percenage for each C&I (non CRE) insturment and collateral relationship...., issues=[None, 'No change', 'Not shorter']
[2025-07-07 12:28:14] INFO: Compressing category | Context: category=covenantReference, original_words=10, original_preview=Contains the configuration for each covenant defined on given entities...., display_name=Covenant Reference
[2025-07-07 12:28:15] SUCCESS: ✅ Successfully compressed category | Context: category=covenantReference, original_words=10, compressed_words=7, reduction=30.0%, compressed_preview=Configuration for each covenant on specified entities....
[2025-07-07 12:28:15] INFO: Saving compressed description to NEW field | Context: category=covenantReference, action=adding_compressed_description_field
[2025-07-07 12:28:17] SUCCESS: ✅ Database updated with compressed description | Context: category=covenantReference, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 12:28:17] INFO: Compressing category | Context: category=gcorrAssetRSquaredRetailMSA, original_words=6, original_preview=The GCorr asset r-squared for retail...., display_name=GCorr Asset R-squared Retail MSA
[2025-07-07 12:28:17] FAILURE: ❌ Category compression validation failed | Context: category=gcorrAssetRSquaredRetailMSA, original_words=6, compressed_result=The GCorr asset r-squared for retail...., issues=[None, 'No change', 'Not shorter']
[2025-07-07 12:28:17] INFO: Compressing category | Context: category=securityReference, original_words=59, original_preview=This category describes the security-level data used for calculation and reporting purpose. Included..., display_name=Security Reference
[2025-07-07 12:28:19] SUCCESS: ✅ Successfully compressed category | Context: category=securityReference, original_words=59, compressed_words=38, reduction=35.6%, compressed_preview=Category for security-level data used in calculations and reporting, including contractual terms at ...
[2025-07-07 12:28:19] INFO: Saving compressed description to NEW field | Context: category=securityReference, action=adding_compressed_description_field
[2025-07-07 12:28:20] SUCCESS: ✅ Database updated with compressed description | Context: category=securityReference, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 12:28:20] INFO: Compressing category | Context: category=pidWeights, original_words=10, original_preview=The weights for the public firms by financial statement date...., display_name=PID Weights
[2025-07-07 12:28:21] SUCCESS: ✅ Successfully compressed category | Context: category=pidWeights, original_words=10, compressed_words=8, reduction=20.0%, compressed_preview=Weights for public firms by financial statement date....
[2025-07-07 12:28:21] INFO: Saving compressed description to NEW field | Context: category=pidWeights, action=adding_compressed_description_field
[2025-07-07 12:28:22] SUCCESS: ✅ Database updated with compressed description | Context: category=pidWeights, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 12:28:22] INFO: Compressing category | Context: category=misPDIdealized, original_words=10, original_preview=The idealized cumulative expected default rates from Moody's Investor Services...., display_name=MIS PD Idealized
[2025-07-07 12:28:23] SUCCESS: ✅ Successfully compressed category | Context: category=misPDIdealized, original_words=10, compressed_words=9, reduction=10.0%, compressed_preview=Idealized cumulative expected default rates from Moody's Investor Services....
[2025-07-07 12:28:23] INFO: Saving compressed description to NEW field | Context: category=misPDIdealized, action=adding_compressed_description_field
[2025-07-07 12:28:24] SUCCESS: ✅ Database updated with compressed description | Context: category=misPDIdealized, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 12:28:24] INFO: Compressing category | Context: category=misLGDStructuredFinance, original_words=14, original_preview=The loss given default for structured finance from the Moody's Investor Services default reports...., display_name=MIS LGD Structured Finance
[2025-07-07 12:28:24] SUCCESS: ✅ Successfully compressed category | Context: category=misLGDStructuredFinance, original_words=14, compressed_words=13, reduction=7.1%, compressed_preview=Loss given default (LGD) for structured finance from Moody's Investor Services default reports....
[2025-07-07 12:28:24] INFO: Saving compressed description to NEW field | Context: category=misLGDStructuredFinance, action=adding_compressed_description_field
[2025-07-07 12:28:26] SUCCESS: ✅ Database updated with compressed description | Context: category=misLGDStructuredFinance, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 12:28:26] INFO: Compressing category | Context: category=gcorrLGDVariance, original_words=22, original_preview=The LGD variance to use in the GCorr model. The inputs are the country of issuance and the Moody's d..., display_name=GCorr LGD Variance
[2025-07-07 12:28:27] SUCCESS: ✅ Successfully compressed category | Context: category=gcorrLGDVariance, original_words=22, compressed_words=18, reduction=18.2%, compressed_preview=LGD (Loss Given Default) variance for GCorr model, based on country of issuance and Moody’s debt sen...
[2025-07-07 12:28:27] INFO: Saving compressed description to NEW field | Context: category=gcorrLGDVariance, action=adding_compressed_description_field
[2025-07-07 12:28:29] SUCCESS: ✅ Database updated with compressed description | Context: category=gcorrLGDVariance, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 12:28:29] INFO: Compressing category | Context: category=misPDSovereign, original_words=14, original_preview=The probability of default for sovereign bonds from the Moody's Investor Services default report...., display_name=MIS PD Sovereign
[2025-07-07 12:28:29] SUCCESS: ✅ Successfully compressed category | Context: category=misPDSovereign, original_words=14, compressed_words=12, reduction=14.3%, compressed_preview=Probability of default for sovereign bonds from Moody's Investor Services default report....
[2025-07-07 12:28:29] INFO: Saving compressed description to NEW field | Context: category=misPDSovereign, action=adding_compressed_description_field
[2025-07-07 12:28:31] SUCCESS: ✅ Database updated with compressed description | Context: category=misPDSovereign, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 12:28:31] INFO: Compressing category | Context: category=exchangeRateInput, original_words=47, original_preview=The input exchange rate data for a reporting date. Data is imported for each currency pair and as of..., display_name=Exchange Rate Input
[2025-07-07 12:28:31] SUCCESS: ✅ Successfully compressed category | Context: category=exchangeRateInput, original_words=47, compressed_words=25, reduction=46.8%, compressed_preview=Input exchange rate data per reporting date and currency pair. Required when instrument currency dif...
[2025-07-07 12:28:31] INFO: Saving compressed description to NEW field | Context: category=exchangeRateInput, action=adding_compressed_description_field
[2025-07-07 12:28:33] SUCCESS: ✅ Database updated with compressed description | Context: category=exchangeRateInput, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 12:28:33] INFO: Processing batch | Context: batch_num=11, total_batches=17, batch_size=10
[2025-07-07 12:28:33] INFO: Compressing category | Context: category=gcorrLambdaMappingAdjustmentParameters, original_words=16, original_preview=The parameters that for adjusting the GCorr lambda mapping. Data is imported for each GCorr model...., display_name=GCorr Lambda Mapping Adjustment Parameters
[2025-07-07 12:28:33] SUCCESS: ✅ Successfully compressed category | Context: category=gcorrLambdaMappingAdjustmentParameters, original_words=16, compressed_words=10, reduction=37.5%, compressed_preview=Parameters for adjusting GCorr lambda mapping; imported per GCorr model....
[2025-07-07 12:28:33] INFO: Saving compressed description to NEW field | Context: category=gcorrLambdaMappingAdjustmentParameters, action=adding_compressed_description_field
[2025-07-07 12:28:35] SUCCESS: ✅ Database updated with compressed description | Context: category=gcorrLambdaMappingAdjustmentParameters, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 12:28:35] INFO: Compressing category | Context: category=segmentResultDataAlliance, original_words=7, original_preview=Contains segment level results from Data Alliance...., display_name=Segment Result Data Alliance
[2025-07-07 12:28:36] SUCCESS: ✅ Successfully compressed category | Context: category=segmentResultDataAlliance, original_words=7, compressed_words=5, reduction=28.6%, compressed_preview=Segment-level results from Data Alliance....
[2025-07-07 12:28:36] INFO: Saving compressed description to NEW field | Context: category=segmentResultDataAlliance, action=adding_compressed_description_field
[2025-07-07 12:28:37] SUCCESS: ✅ Database updated with compressed description | Context: category=segmentResultDataAlliance, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 12:28:37] INFO: Compressing category | Context: category=instrumentReportingPortfolioStudio, original_words=12, original_preview=DO NOT USE. This category contains the reported mounts for Portfolio Studio...., display_name=Instrument Reporting Portfolio Studio
[2025-07-07 12:28:38] SUCCESS: ✅ Successfully compressed category | Context: category=instrumentReportingPortfolioStudio, original_words=12, compressed_words=7, reduction=41.7%, compressed_preview=Deprecated. Contains reported mounts for Portfolio Studio....
[2025-07-07 12:28:38] INFO: Saving compressed description to NEW field | Context: category=instrumentReportingPortfolioStudio, action=adding_compressed_description_field
[2025-07-07 12:28:40] SUCCESS: ✅ Database updated with compressed description | Context: category=instrumentReportingPortfolioStudio, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 12:28:40] INFO: Compressing category | Context: category=assetReference, original_words=34, original_preview=This category describes asset reference data associated with a C&I instruments (non CRE). Data is im..., display_name=Asset Reference
[2025-07-07 12:28:40] SUCCESS: ✅ Successfully compressed category | Context: category=assetReference, original_words=34, compressed_words=32, reduction=5.9%, compressed_preview=Category for asset reference data linked to Commercial & Industrial (C&I) instruments (excluding Com...
[2025-07-07 12:28:40] INFO: Saving compressed description to NEW field | Context: category=assetReference, action=adding_compressed_description_field
[2025-07-07 12:28:42] SUCCESS: ✅ Database updated with compressed description | Context: category=assetReference, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 12:28:42] INFO: Compressing category | Context: category=gcorrAssetRSquaredCRE, original_words=6, original_preview=The GCorr asset r-squared for CRE...., display_name=GCorr Asset R-squared CRE
[2025-07-07 12:28:43] FAILURE: ❌ Category compression validation failed | Context: category=gcorrAssetRSquaredCRE, original_words=6, compressed_result=The GCorr asset r-squared for CRE...., issues=[None, 'No change', 'Not shorter']
[2025-07-07 12:28:43] INFO: Compressing category | Context: category=gcorrRatingCoefficient, original_words=4, original_preview=The GCorr rating coefficients...., display_name=GCorr Rating Coefficient
[2025-07-07 12:28:43] FAILURE: ❌ Category compression validation failed | Context: category=gcorrRatingCoefficient, original_words=4, compressed_result=The GCorr rating coefficients...., issues=[None, 'No change', 'Not shorter']
[2025-07-07 12:28:43] INFO: Compressing category | Context: category=instrumentForecastingPS, original_words=27, original_preview=;  Reporting category for PortfolioStudio forecast results. Results contain scenario based quarterly..., display_name=Instrument Forecasting PortfolioStudio
[2025-07-07 12:28:43] SUCCESS: ✅ Successfully compressed category | Context: category=instrumentForecastingPS, original_words=27, compressed_words=16, reduction=40.7%, compressed_preview=Reporting category for PortfolioStudio scenario-based quarterly forecasts: Probability of Default, R...
[2025-07-07 12:28:43] INFO: Saving compressed description to NEW field | Context: category=instrumentForecastingPS, action=adding_compressed_description_field
[2025-07-07 12:28:45] SUCCESS: ✅ Database updated with compressed description | Context: category=instrumentForecastingPS, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 12:28:45] INFO: Compressing category | Context: category=creditModelEcclCanada, original_words=13, original_preview=The outputs from the Moody's Analytics Expected Consumer Credit Losses model for Canada...., display_name=Credit Model ECCL Canada
[2025-07-07 12:28:46] SUCCESS: ✅ Successfully compressed category | Context: category=creditModelEcclCanada, original_words=13, compressed_words=12, reduction=7.7%, compressed_preview=Outputs from Moody's Analytics Expected Consumer Credit Losses (ECCL) model for Canada....
[2025-07-07 12:28:46] INFO: Saving compressed description to NEW field | Context: category=creditModelEcclCanada, action=adding_compressed_description_field
[2025-07-07 12:28:47] SUCCESS: ✅ Database updated with compressed description | Context: category=creditModelEcclCanada, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 12:28:47] INFO: Compressing category | Context: category=gcorrShocks, original_words=5, original_preview=The GCorr macroeconomic variable shocks...., display_name=GCorr Shocks
[2025-07-07 12:28:47] FAILURE: ❌ Category compression validation failed | Context: category=gcorrShocks, original_words=5, compressed_result=The GCorr macroeconomic variable shocks...., issues=[None, 'No change', 'Not shorter']
[2025-07-07 12:28:47] INFO: Compressing category | Context: category=naicsMappingVersion, original_words=15, original_preview=The mapping of the North American Industry Classification System (NAICS) industry to Moody's industr..., display_name=NAICS Mapping Version
[2025-07-07 12:28:47] SUCCESS: ✅ Successfully compressed category | Context: category=naicsMappingVersion, original_words=15, compressed_words=13, reduction=13.3%, compressed_preview=Mapping of North American Industry Classification System (NAICS) industries to Moody's industry sect...
[2025-07-07 12:28:48] INFO: Saving compressed description to NEW field | Context: category=naicsMappingVersion, action=adding_compressed_description_field
[2025-07-07 12:28:49] SUCCESS: ✅ Database updated with compressed description | Context: category=naicsMappingVersion, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 12:28:49] INFO: Processing batch | Context: batch_num=12, total_batches=17, batch_size=10
[2025-07-07 12:28:49] INFO: Compressing category | Context: category=entityClimateDriversMainTerm, original_words=50, original_preview=This category describes entity-level intermediate data (drivers) used in the calculation of climate-..., display_name=Entity Climate Drivers Main Term
[2025-07-07 12:28:50] SUCCESS: ✅ Successfully compressed category | Context: category=entityClimateDriversMainTerm, original_words=50, compressed_words=27, reduction=46.0%, compressed_preview=Entity-level intermediate data ("driversMain") used by the EDFX Climate API to calculate climate-adj...
[2025-07-07 12:28:50] INFO: Saving compressed description to NEW field | Context: category=entityClimateDriversMainTerm, action=adding_compressed_description_field
[2025-07-07 12:28:51] SUCCESS: ✅ Database updated with compressed description | Context: category=entityClimateDriversMainTerm, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 12:28:51] INFO: Compressing category | Context: category=entityClimateDriversIndustryPaths, original_words=54, original_preview=This category describes entity-level intermediate data (drivers) used in the calculation of climate-..., display_name=entity Climate Drivers Industry Paths
[2025-07-07 12:28:52] SUCCESS: ✅ Successfully compressed category | Context: category=entityClimateDriversIndustryPaths, original_words=54, compressed_words=28, reduction=48.1%, compressed_preview=Sector-specific entity-level intermediate data ("driversIndustryPaths") used by the EDFX Climate API...
[2025-07-07 12:28:52] INFO: Saving compressed description to NEW field | Context: category=entityClimateDriversIndustryPaths, action=adding_compressed_description_field
[2025-07-07 12:28:54] SUCCESS: ✅ Database updated with compressed description | Context: category=entityClimateDriversIndustryPaths, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 12:28:54] INFO: Compressing category | Context: category=ndySectorMapping, original_words=10, original_preview=The mapping of the Moody's NDY to other Moody's sectors...., display_name=NDY Sector Mapping
[2025-07-07 12:28:54] FAILURE: ❌ Category compression validation failed | Context: category=ndySectorMapping, original_words=10, compressed_result=The mapping of the Moody's NDY to other Moody's sectors...., issues=[None, 'No change', 'Not shorter']
[2025-07-07 12:28:54] INFO: Compressing category | Context: category=misLGDCorporate, original_words=13, original_preview=The loss given default for corproates from the Moody's Investor Services default study...., display_name=MIS LGD Corporate
[2025-07-07 12:28:55] SUCCESS: ✅ Successfully compressed category | Context: category=misLGDCorporate, original_words=13, compressed_words=12, reduction=7.7%, compressed_preview=Loss given default (LGD) for corporates from Moody’s Investor Services default study....
[2025-07-07 12:28:55] INFO: Saving compressed description to NEW field | Context: category=misLGDCorporate, action=adding_compressed_description_field
[2025-07-07 12:28:56] SUCCESS: ✅ Database updated with compressed description | Context: category=misLGDCorporate, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 12:28:56] INFO: Compressing category | Context: category=misLGDSovereign, original_words=13, original_preview=The loss given default for sovereigns from the Moody's Investor Services default study...., display_name=MIS LGD Sovereign
[2025-07-07 12:28:57] SUCCESS: ✅ Successfully compressed category | Context: category=misLGDSovereign, original_words=13, compressed_words=12, reduction=7.7%, compressed_preview=Loss given default (LGD) for sovereigns from Moody's Investor Services default study....
[2025-07-07 12:28:57] INFO: Saving compressed description to NEW field | Context: category=misLGDSovereign, action=adding_compressed_description_field
[2025-07-07 12:28:58] SUCCESS: ✅ Database updated with compressed description | Context: category=misLGDSovereign, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 12:28:58] INFO: Compressing category | Context: category=startingBalances, original_words=42, original_preview=Used by Capital Risk Analyzer to append starting position for balance sheet items other than loans (..., display_name=Starting Balances
[2025-07-07 12:28:59] SUCCESS: ✅ Successfully compressed category | Context: category=startingBalances, original_words=42, compressed_words=30, reduction=28.6%, compressed_preview=Appends starting positions for non-loan balance sheet items (e.g., other assets, liabilities, equity...
[2025-07-07 12:28:59] INFO: Saving compressed description to NEW field | Context: category=startingBalances, action=adding_compressed_description_field
[2025-07-07 12:29:00] SUCCESS: ✅ Database updated with compressed description | Context: category=startingBalances, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 12:29:00] INFO: Compressing category | Context: category=moodysSecurityRatingsCurrent, original_words=12, original_preview=Contains the current issue and issuer ratings for securities rated by Moody's...., display_name=Moody's Security Ratings Current
[2025-07-07 12:29:01] SUCCESS: ✅ Successfully compressed category | Context: category=moodysSecurityRatingsCurrent, original_words=12, compressed_words=10, reduction=16.7%, compressed_preview=Current issue and issuer ratings for securities rated by Moody's....
[2025-07-07 12:29:01] INFO: Saving compressed description to NEW field | Context: category=moodysSecurityRatingsCurrent, action=adding_compressed_description_field
[2025-07-07 12:29:02] SUCCESS: ✅ Database updated with compressed description | Context: category=moodysSecurityRatingsCurrent, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 12:29:02] INFO: Compressing category | Context: category=moodysSecurityRatingsHistory, original_words=8, original_preview=Contains the history of the Moody's security ratings...., display_name=Moody's Security Ratings History
[2025-07-07 12:29:03] SUCCESS: ✅ Successfully compressed category | Context: category=moodysSecurityRatingsHistory, original_words=8, compressed_words=5, reduction=37.5%, compressed_preview=History of Moody's security ratings....
[2025-07-07 12:29:03] INFO: Saving compressed description to NEW field | Context: category=moodysSecurityRatingsHistory, action=adding_compressed_description_field
[2025-07-07 12:29:04] SUCCESS: ✅ Database updated with compressed description | Context: category=moodysSecurityRatingsHistory, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 12:29:04] INFO: Compressing category | Context: category=gcorrSovereignPIDMapping, original_words=20, original_preview=Contains the PID that the sovereign should use for the GCorr parameters (country weights, asset RSQ,..., display_name=GCorr Sovereign PID Mapping
[2025-07-07 12:29:05] SUCCESS: ✅ Successfully compressed category | Context: category=gcorrSovereignPIDMapping, original_words=20, compressed_words=13, reduction=35.0%, compressed_preview=PID for sovereign GCorr parameters: country weights, asset R-squared (RSQ), macroeconomic variable s...
[2025-07-07 12:29:05] INFO: Saving compressed description to NEW field | Context: category=gcorrSovereignPIDMapping, action=adding_compressed_description_field
[2025-07-07 12:29:07] SUCCESS: ✅ Database updated with compressed description | Context: category=gcorrSovereignPIDMapping, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 12:29:07] INFO: Compressing category | Context: category=gcorrLambdaZMapping, original_words=19, original_preview=This category contains the mapping between the GCorr lambda factors and Z. Data is imported for each..., display_name=GCorr Lambda Z Mapping
[2025-07-07 12:29:07] SUCCESS: ✅ Successfully compressed category | Context: category=gcorrLambdaZMapping, original_words=19, compressed_words=11, reduction=42.1%, compressed_preview=Mapping between GCorr lambda factors and Z; imported per GCorr model....
[2025-07-07 12:29:07] INFO: Saving compressed description to NEW field | Context: category=gcorrLambdaZMapping, action=adding_compressed_description_field
[2025-07-07 12:29:09] SUCCESS: ✅ Database updated with compressed description | Context: category=gcorrLambdaZMapping, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 12:29:09] INFO: Processing batch | Context: batch_num=13, total_batches=17, batch_size=10
[2025-07-07 12:29:09] INFO: Compressing category | Context: category=hlaAdjustmentFactor, original_words=9, original_preview=Contains the historical loss analyzer (HLA) qualitative adjustment factor...., display_name=HLA Adjustment Factor
[2025-07-07 12:29:09] SUCCESS: ✅ Successfully compressed category | Context: category=hlaAdjustmentFactor, original_words=9, compressed_words=7, reduction=22.2%, compressed_preview=Historical Loss Analyzer (HLA) qualitative adjustment factor....
[2025-07-07 12:29:09] INFO: Saving compressed description to NEW field | Context: category=hlaAdjustmentFactor, action=adding_compressed_description_field
[2025-07-07 12:29:10] SUCCESS: ✅ Database updated with compressed description | Context: category=hlaAdjustmentFactor, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 12:29:10] INFO: Compressing category | Context: category=covenantTestingStatus, original_words=20, original_preview=Contains the testing status information incuding test results and upcoming scheduled testing times f..., display_name=Covenant Testing Status
[2025-07-07 12:29:11] SUCCESS: ✅ Successfully compressed category | Context: category=covenantTestingStatus, original_words=20, compressed_words=14, reduction=30.0%, compressed_preview=Includes test results and upcoming scheduled testing times for each covenant on given entities....
[2025-07-07 12:29:11] INFO: Saving compressed description to NEW field | Context: category=covenantTestingStatus, action=adding_compressed_description_field
[2025-07-07 12:29:13] SUCCESS: ✅ Database updated with compressed description | Context: category=covenantTestingStatus, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 12:29:13] INFO: Compressing category | Context: category=collateralAssetLink, original_words=11, original_preview=This category stores claim information for each collateral and asset relationship...., display_name=Collateral Asset Link
[2025-07-07 12:29:13] SUCCESS: ✅ Successfully compressed category | Context: category=collateralAssetLink, original_words=11, compressed_words=7, reduction=36.4%, compressed_preview=Stores claim data for each collateral–asset relationship....
[2025-07-07 12:29:13] INFO: Saving compressed description to NEW field | Context: category=collateralAssetLink, action=adding_compressed_description_field
[2025-07-07 12:29:14] SUCCESS: ✅ Database updated with compressed description | Context: category=collateralAssetLink, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 12:29:14] INFO: Compressing category | Context: category=gcorrAssetRSquaredRetailState, original_words=6, original_preview=The GCorr asset r-squared for retail...., display_name=GCorr Asset R-squared Retail State
[2025-07-07 12:29:15] SUCCESS: ✅ Successfully compressed category | Context: category=gcorrAssetRSquaredRetailState, original_words=6, compressed_words=5, reduction=16.7%, compressed_preview=GCorr asset r-squared for retail....
[2025-07-07 12:29:15] INFO: Saving compressed description to NEW field | Context: category=gcorrAssetRSquaredRetailState, action=adding_compressed_description_field
[2025-07-07 12:29:17] SUCCESS: ✅ Database updated with compressed description | Context: category=gcorrAssetRSquaredRetailState, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 12:29:17] INFO: Compressing category | Context: category=gcorrMEVSetDimensionMapping, original_words=11, original_preview=This contains the dimensions mapped to a GCorr macroeconomic variable set...., display_name=GCorr MEV Set Dimension Mapping
[2025-07-07 12:29:18] SUCCESS: ✅ Successfully compressed category | Context: category=gcorrMEVSetDimensionMapping, original_words=11, compressed_words=8, reduction=27.3%, compressed_preview=Dimensions mapped to a GCorr macroeconomic variable set....
[2025-07-07 12:29:18] INFO: Saving compressed description to NEW field | Context: category=gcorrMEVSetDimensionMapping, action=adding_compressed_description_field
[2025-07-07 12:29:19] SUCCESS: ✅ Database updated with compressed description | Context: category=gcorrMEVSetDimensionMapping, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 12:29:19] INFO: Compressing category | Context: category=pidMappingV2, original_words=17, original_preview=The historic mapping of the PID to other identifiers. This category is partition on as of date...., display_name=PID Mapping
[2025-07-07 12:29:20] SUCCESS: ✅ Successfully compressed category | Context: category=pidMappingV2, original_words=17, compressed_words=14, reduction=17.6%, compressed_preview=Historic mapping of PID (Product Identifier) to other identifiers; category partitioned by as-of dat...
