[2025-07-07 11:23:31] SECTION: 
==================================================
COMPRESSION PROCESS STARTED
==================================================
[2025-07-07 11:23:31] INFO: Process configuration | Context: batch_size=10, dry_run=False, model=gpt-4.1
[2025-07-07 11:28:32] SUCCESS: ✅ Successfully compressed attribute | Context: attribute=growthRateModelMacroeconomicVariableSet, original_words=21, compressed_words=11, reduction=47.6%, compressed_preview=Macroeconomic variable set for growth rate calculation in Capital Risk Analyzer....
[2025-07-07 11:28:32] INFO: Saving compressed description to NEW field | Context: attribute=growthRateModelMacroeconomicVariableSet, action=adding_compressed_description_field
[2025-07-07 11:28:33] SUCCESS: ✅ Database updated with compressed description | Context: attribute=growthRateModelMacroeconomicVariableSet, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 11:28:33] INFO: Compressing attribute | Context: attribute=interestIncomeModelName, original_words=19, original_preview=The name of the model used to calculate the interest income. <br> Used for the Capital Risk Analyzer..., data_type=String, display_name=Interest Income Model
[2025-07-07 11:28:33] SUCCESS: ✅ Successfully compressed attribute | Context: attribute=interestIncomeModelName, original_words=19, compressed_words=10, reduction=47.4%, compressed_preview=Model name for calculating interest income in Capital Risk Analyzer....
[2025-07-07 11:28:33] INFO: Saving compressed description to NEW field | Context: attribute=interestIncomeModelName, action=adding_compressed_description_field
[2025-07-07 11:28:35] SUCCESS: ✅ Database updated with compressed description | Context: attribute=interestIncomeModelName, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 11:28:35] INFO: Compressing attribute | Context: attribute=interestIncomeModelAsOfDate, original_words=24, original_preview=The as of date of the model used to calculate the interest income. Formatted as yyyy-mm-dd. <br> Use..., data_type=Date, display_name=Interest Income Model As of Date
[2025-07-07 11:28:35] SUCCESS: ✅ Successfully compressed attribute | Context: attribute=interestIncomeModelAsOfDate, original_words=24, compressed_words=14, reduction=41.7%, compressed_preview=Model as of date for interest income calculation (yyyy-mm-dd). Used in Capital Risk Analyzer....
[2025-07-07 11:28:35] INFO: Saving compressed description to NEW field | Context: attribute=interestIncomeModelAsOfDate, action=adding_compressed_description_field
[2025-07-07 11:28:37] SUCCESS: ✅ Database updated with compressed description | Context: attribute=interestIncomeModelAsOfDate, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 11:28:37] INFO: Processing batch | Context: batch_num=29, total_batches=176, batch_size=10
[2025-07-07 11:28:37] INFO: Compressing attribute | Context: attribute=interestIncomeModelMacroeconomicVariableSet, original_words=21, original_preview=The macroeconomic variable set of the model used to calculate the interest income. <br> Used for the..., data_type=String, display_name=Interest Income Model Macroeconomic Variable Set
[2025-07-07 11:28:37] SUCCESS: ✅ Successfully compressed attribute | Context: attribute=interestIncomeModelMacroeconomicVariableSet, original_words=21, compressed_words=11, reduction=47.6%, compressed_preview=Macroeconomic variable set for interest income model in Capital Risk Analyzer....
[2025-07-07 11:28:37] INFO: Saving compressed description to NEW field | Context: attribute=interestIncomeModelMacroeconomicVariableSet, action=adding_compressed_description_field
[2025-07-07 11:28:39] SUCCESS: ✅ Database updated with compressed description | Context: attribute=interestIncomeModelMacroeconomicVariableSet, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 11:28:39] INFO: Compressing attribute | Context: attribute=interestExpenseModelName, original_words=19, original_preview=The name of the model used to calculate the interest expense. <br> Used for the Capital Risk Analyze..., data_type=String, display_name=Interest Expense Model
[2025-07-07 11:28:39] SUCCESS: ✅ Successfully compressed attribute | Context: attribute=interestExpenseModelName, original_words=19, compressed_words=10, reduction=47.4%, compressed_preview=Model name for interest expense calculation in Capital Risk Analyzer....
[2025-07-07 11:28:39] INFO: Saving compressed description to NEW field | Context: attribute=interestExpenseModelName, action=adding_compressed_description_field
[2025-07-07 11:28:42] SUCCESS: ✅ Database updated with compressed description | Context: attribute=interestExpenseModelName, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 11:28:42] INFO: Compressing attribute | Context: attribute=rwaModelAsOfDate, original_words=26, original_preview=The as of date of the model used to calculate the risk weighted assets (RWA). Formatted as yyyy-mm-d..., data_type=Date, display_name=RWA Model As of Date
[2025-07-07 11:28:42] SUCCESS: ✅ Successfully compressed attribute | Context: attribute=rwaModelAsOfDate, original_words=26, compressed_words=17, reduction=34.6%, compressed_preview=Date of model used to calculate risk weighted assets (RWA), format: yyyy-mm-dd. Used in Capital Risk...
[2025-07-07 11:28:42] INFO: Saving compressed description to NEW field | Context: attribute=rwaModelAsOfDate, action=adding_compressed_description_field
[2025-07-07 11:28:43] SUCCESS: ✅ Database updated with compressed description | Context: attribute=rwaModelAsOfDate, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 11:28:43] INFO: Compressing attribute | Context: attribute=currentCommitmentAmountFull, original_words=38, original_preview=The full current commitment amount of the line of credit expressed in instrument currency at facilit..., data_type=Amount, display_name=Full Commitment Amount
[2025-07-07 11:28:45] SUCCESS: ✅ Successfully compressed attribute | Context: attribute=currentCommitmentAmountFull, original_words=38, compressed_words=26, reduction=31.6%, compressed_preview=Full current commitment amount for line of credit at facility level, in instrument currency. Must be...
[2025-07-07 11:28:45] INFO: Saving compressed description to NEW field | Context: attribute=currentCommitmentAmountFull, action=adding_compressed_description_field
[2025-07-07 11:28:46] SUCCESS: ✅ Database updated with compressed description | Context: attribute=currentCommitmentAmountFull, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 11:28:46] INFO: Compressing attribute | Context: attribute=currencyCapFromIssue, original_words=19, original_preview=The text values used to describe the currency cap of an organization. This value is from the issue r..., data_type=String, display_name=Currency Cap from Issue
[2025-07-07 11:28:46] SUCCESS: ✅ Successfully compressed attribute | Context: attribute=currencyCapFromIssue, original_words=19, compressed_words=8, reduction=57.9%, compressed_preview=Text indicating organization’s currency cap from issue record....
[2025-07-07 11:28:46] INFO: Saving compressed description to NEW field | Context: attribute=currencyCapFromIssue, action=adding_compressed_description_field
[2025-07-07 11:28:47] SUCCESS: ✅ Database updated with compressed description | Context: attribute=currencyCapFromIssue, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 11:28:47] INFO: Compressing attribute | Context: attribute=cumulativeDrawnAmountFull, original_words=51, original_preview=The full cumulative credit amount drawn from the origination date to the as of date of a non-revolvi..., data_type=Amount, display_name=Full Cumulative Drawn Amount
[2025-07-07 11:28:48] SUCCESS: ✅ Successfully compressed attribute | Context: attribute=cumulativeDrawnAmountFull, original_words=51, compressed_words=38, reduction=25.5%, compressed_preview=Total credit drawn from origination to as of date on a non-revolving line of credit, in instrument c...
[2025-07-07 11:28:48] INFO: Saving compressed description to NEW field | Context: attribute=cumulativeDrawnAmountFull, action=adding_compressed_description_field
[2025-07-07 11:28:50] SUCCESS: ✅ Database updated with compressed description | Context: attribute=cumulativeDrawnAmountFull, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 11:28:50] INFO: Compressing attribute | Context: attribute=isSoldPosition, original_words=25, original_preview=TRUE indicates a negative position for calculating the allowance. In the results, both the EAD and e..., data_type=Boolean, display_name=Is Sold Position
[2025-07-07 11:28:52] SUCCESS: ✅ Successfully compressed attribute | Context: attribute=isSoldPosition, original_words=25, compressed_words=18, reduction=28.0%, compressed_preview=TRUE: negative position for allowance calculation; EAD (Exposure at Default) and expected credit los...
[2025-07-07 11:28:52] INFO: Saving compressed description to NEW field | Context: attribute=isSoldPosition, action=adding_compressed_description_field
[2025-07-07 11:28:53] SUCCESS: ✅ Database updated with compressed description | Context: attribute=isSoldPosition, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 11:28:53] INFO: Compressing attribute | Context: attribute=hlaSettingIdentifier, original_words=45, original_preview=The setting for Historical Loss Analyzer (HLA). This is a user defined setting used to calculate the..., data_type=String, display_name=HLA Setting
[2025-07-07 11:28:54] SUCCESS: ✅ Successfully compressed attribute | Context: attribute=hlaSettingIdentifier, original_words=45, compressed_words=29, reduction=35.6%, compressed_preview=User-defined Historical Loss Analyzer (HLA) setting (String) for calculating loss rate; HLA segments...
[2025-07-07 11:28:54] INFO: Saving compressed description to NEW field | Context: attribute=hlaSettingIdentifier, action=adding_compressed_description_field
[2025-07-07 11:28:55] SUCCESS: ✅ Database updated with compressed description | Context: attribute=hlaSettingIdentifier, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 11:28:55] INFO: Compressing attribute | Context: attribute=allowanceChangeDueToOtherImpactNoStageMigration, original_words=16, original_preview=The allowance amount due to other residual impacts within no stage migration expressed in reporting ..., data_type=Amount, display_name=Allowance Change Due to Other Residual Impacts Within No Stage Migration
[2025-07-07 11:28:56] SUCCESS: ✅ Successfully compressed attribute | Context: attribute=allowanceChangeDueToOtherImpactNoStageMigration, original_words=16, compressed_words=12, reduction=25.0%, compressed_preview=Allowance from other residual impacts within no stage migration, in reporting currency....
[2025-07-07 11:28:56] INFO: Saving compressed description to NEW field | Context: attribute=allowanceChangeDueToOtherImpactNoStageMigration, action=adding_compressed_description_field
[2025-07-07 11:28:57] SUCCESS: ✅ Database updated with compressed description | Context: attribute=allowanceChangeDueToOtherImpactNoStageMigration, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 11:28:57] INFO: Compressing attribute | Context: attribute=entityContactAddressLine2, original_words=11, original_preview=The second address line of the contact location of the entity...., data_type=String, display_name=Entity Contact Address Line 2
[2025-07-07 11:28:58] SUCCESS: ✅ Successfully compressed attribute | Context: attribute=entityContactAddressLine2, original_words=11, compressed_words=7, reduction=36.4%, compressed_preview=Second address line for entity contact location....
[2025-07-07 11:28:58] INFO: Saving compressed description to NEW field | Context: attribute=entityContactAddressLine2, action=adding_compressed_description_field
[2025-07-07 11:28:59] SUCCESS: ✅ Database updated with compressed description | Context: attribute=entityContactAddressLine2, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 11:28:59] INFO: Processing batch | Context: batch_num=30, total_batches=176, batch_size=10
[2025-07-07 11:28:59] INFO: Compressing attribute | Context: attribute=entityContactCountryCode, original_words=13, original_preview=The alpha-3 code of ISO-3166-1 country for the contact location of the entity...., data_type=String, display_name=Entity Contact Country Code
[2025-07-07 11:28:59] SUCCESS: ✅ Successfully compressed attribute | Context: attribute=entityContactCountryCode, original_words=13, compressed_words=8, reduction=38.5%, compressed_preview=ISO-3166-1 alpha-3 country code for entity contact location....
[2025-07-07 11:28:59] INFO: Saving compressed description to NEW field | Context: attribute=entityContactCountryCode, action=adding_compressed_description_field
[2025-07-07 11:29:01] SUCCESS: ✅ Database updated with compressed description | Context: attribute=entityContactCountryCode, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 11:29:01] INFO: Compressing attribute | Context: attribute=entityContactBGNCountryName, original_words=16, original_preview=The U.S. Board on Geographic Names (BGN) of the country for the?contact location of the entity...., data_type=String, display_name=Entity Contact BNG Country Name
[2025-07-07 11:29:01] SUCCESS: ✅ Successfully compressed attribute | Context: attribute=entityContactBGNCountryName, original_words=16, compressed_words=13, reduction=18.8%, compressed_preview=Country name per U.S. Board on Geographic Names (BGN) for entity contact location....
[2025-07-07 11:29:01] INFO: Saving compressed description to NEW field | Context: attribute=entityContactBGNCountryName, action=adding_compressed_description_field
[2025-07-07 11:29:02] SUCCESS: ✅ Database updated with compressed description | Context: attribute=entityContactBGNCountryName, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 11:29:02] INFO: Compressing attribute | Context: attribute=entityNUTS2021CountryName, original_words=18, original_preview=The Nomenclature of territorial units for statistics (NUTS) 2021 country name for the primary locati..., data_type=String, display_name=Entity NUTS 2021 Country Name
[2025-07-07 11:29:03] SUCCESS: ✅ Successfully compressed attribute | Context: attribute=entityNUTS2021CountryName, original_words=18, compressed_words=14, reduction=22.2%, compressed_preview=Nomenclature of Territorial Units for Statistics (NUTS) 2021 country name of entity’s primary locati...
[2025-07-07 11:29:03] INFO: Saving compressed description to NEW field | Context: attribute=entityNUTS2021CountryName, action=adding_compressed_description_field
[2025-07-07 11:29:04] SUCCESS: ✅ Database updated with compressed description | Context: attribute=entityNUTS2021CountryName, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 11:29:04] INFO: Compressing attribute | Context: attribute=entityNUTS2021Level1, original_words=23, original_preview=The Nomenclature of territorial units for statistics (NUTS) 1 value of the NUTS 2021 classification ..., data_type=String, display_name=Entity NUTS 2021 Level 1
[2025-07-07 11:29:05] SUCCESS: ✅ Successfully compressed attribute | Context: attribute=entityNUTS2021Level1, original_words=23, compressed_words=18, reduction=21.7%, compressed_preview=Nomenclature of territorial units for statistics (NUTS) 1 code per NUTS 2021 for entity’s primary ma...
[2025-07-07 11:29:05] INFO: Saving compressed description to NEW field | Context: attribute=entityNUTS2021Level1, action=adding_compressed_description_field
[2025-07-07 11:29:06] SUCCESS: ✅ Database updated with compressed description | Context: attribute=entityNUTS2021Level1, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 11:29:06] INFO: Compressing attribute | Context: attribute=exchangeRate, original_words=11, original_preview=The rate that translates the source currency into the target currency...., data_type=Decimal, display_name=Exchange Rate
[2025-07-07 11:29:07] SUCCESS: ✅ Successfully compressed attribute | Context: attribute=exchangeRate, original_words=11, compressed_words=7, reduction=36.4%, compressed_preview=Rate converting source currency to target currency....
[2025-07-07 11:29:07] INFO: Saving compressed description to NEW field | Context: attribute=exchangeRate, action=adding_compressed_description_field
[2025-07-07 11:29:08] SUCCESS: ✅ Database updated with compressed description | Context: attribute=exchangeRate, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 11:29:08] INFO: Compressing attribute | Context: attribute=make, original_words=10, original_preview=The make of the vehicle. See list of valid values...., data_type=String, display_name=Make
[2025-07-07 11:29:08] SUCCESS: ✅ Successfully compressed attribute | Context: attribute=make, original_words=10, compressed_words=5, reduction=50.0%, compressed_preview=Vehicle make; see valid values....
[2025-07-07 11:29:08] INFO: Saving compressed description to NEW field | Context: attribute=make, action=adding_compressed_description_field
[2025-07-07 11:29:09] SUCCESS: ✅ Database updated with compressed description | Context: attribute=make, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 11:29:09] INFO: Compressing attribute | Context: attribute=translateToReportingCurrency, original_words=38, original_preview=A value of TRUE indicates that the results will be?translated to reporting currency by user imported..., data_type=Boolean, display_name=Translate to Reporting Currency
[2025-07-07 11:29:10] SUCCESS: ✅ Successfully compressed attribute | Context: attribute=translateToReportingCurrency, original_words=38, compressed_words=21, reduction=44.7%, compressed_preview=TRUE: results translated to reporting currency using user-imported FX (foreign exchange) rate at rep...
[2025-07-07 11:29:10] INFO: Saving compressed description to NEW field | Context: attribute=translateToReportingCurrency, action=adding_compressed_description_field
[2025-07-07 11:29:12] SUCCESS: ✅ Database updated with compressed description | Context: attribute=translateToReportingCurrency, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 11:29:12] INFO: Compressing attribute | Context: attribute=lossAllowanceDeltaInInstrumentCurrency, original_words=37, original_preview=The change in the allowance amount as a result of applying quantitative or qualitative adjustments o..., data_type=Amount, display_name=Allowance Amount in Instrument Currency
[2025-07-07 11:29:12] SUCCESS: ✅ Successfully compressed attribute | Context: attribute=lossAllowanceDeltaInInstrumentCurrency, original_words=37, compressed_words=19, reduction=48.6%, compressed_preview=Change in allowance from quantitative, qualitative adjustments, or calculation; sum of on- and off-b...
[2025-07-07 11:29:12] INFO: Saving compressed description to NEW field | Context: attribute=lossAllowanceDeltaInInstrumentCurrency, action=adding_compressed_description_field
[2025-07-07 11:29:13] SUCCESS: ✅ Database updated with compressed description | Context: attribute=lossAllowanceDeltaInInstrumentCurrency, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 11:29:13] INFO: Compressing attribute | Context: attribute=privateFirmModelNameFull, original_words=21, original_preview=The full model name used to generate the point-in-time (PIT) probability of default (PD) curve. Used..., data_type=String, display_name=Private Firm Model Full Name
[2025-07-07 11:29:14] SUCCESS: ✅ Successfully compressed attribute | Context: attribute=privateFirmModelNameFull, original_words=21, compressed_words=15, reduction=28.6%, compressed_preview=Full model name generating point-in-time (PIT) probability of default (PD) curve for private firm en...
[2025-07-07 11:29:14] INFO: Saving compressed description to NEW field | Context: attribute=privateFirmModelNameFull, action=adding_compressed_description_field
[2025-07-07 11:29:15] SUCCESS: ✅ Database updated with compressed description | Context: attribute=privateFirmModelNameFull, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 11:29:15] INFO: Compressing attribute | Context: attribute=isoCountryEnglishShortName, original_words=7, original_preview=The English short name of ISO-3166-1Â country...., data_type=String, display_name=ISO 3 Country English Short Name
[2025-07-07 11:29:16] FAILURE: ❌ Compression validation failed | Context: attribute=isoCountryEnglishShortName, original_words=7, compressed_result=The English short name of ISO-3166-1Â country...., issues=[None, 'No change', 'Not shorter']
[2025-07-07 11:29:16] INFO: Processing batch | Context: batch_num=31, total_batches=176, batch_size=10
[2025-07-07 11:29:16] INFO: Compressing attribute | Context: attribute=commitmentFee, original_words=29, original_preview=A recurring fee as a percentage of total unused commitment. Expressed in decimal format. For example..., data_type=Decimal, display_name=Commitment Fee
[2025-07-07 11:29:17] SUCCESS: ✅ Successfully compressed attribute | Context: attribute=commitmentFee, original_words=29, compressed_words=20, reduction=31.0%, compressed_preview=Recurring fee (% of unused commitment), in decimal (e.g., 10% = 0.1). For Portfolio Studio: valid ra...
[2025-07-07 11:29:17] INFO: Saving compressed description to NEW field | Context: attribute=commitmentFee, action=adding_compressed_description_field
[2025-07-07 11:29:18] SUCCESS: ✅ Database updated with compressed description | Context: attribute=commitmentFee, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 11:29:18] INFO: Compressing attribute | Context: attribute=transitionFromLabel, original_words=19, original_preview=Deprecated. Use Transition from Display. In the transition matrix, the value that is transition to. ..., data_type=Decimal, display_name=Transition From Label
[2025-07-07 11:29:19] SUCCESS: ✅ Successfully compressed attribute | Context: attribute=transitionFromLabel, original_words=19, compressed_words=13, reduction=31.6%, compressed_preview=Deprecated. Use Transition from Display. In transition matrix, the target transition value (string)....
[2025-07-07 11:29:19] INFO: Saving compressed description to NEW field | Context: attribute=transitionFromLabel, action=adding_compressed_description_field
[2025-07-07 11:29:20] SUCCESS: ✅ Database updated with compressed description | Context: attribute=transitionFromLabel, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 11:29:20] INFO: Compressing attribute | Context: attribute=transitionTo, original_words=24, original_preview=In the transition matrix, the value that is transition to. This is a numeric value. It is used to or..., data_type=Decimal, display_name=Transition To
[2025-07-07 11:29:21] SUCCESS: ✅ Successfully compressed attribute | Context: attribute=transitionTo, original_words=24, compressed_words=16, reduction=33.3%, compressed_preview=Numeric value in the transition matrix representing the destination state; used to order "transition...
[2025-07-07 11:29:21] INFO: Saving compressed description to NEW field | Context: attribute=transitionTo, action=adding_compressed_description_field
[2025-07-07 11:29:22] SUCCESS: ✅ Database updated with compressed description | Context: attribute=transitionTo, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 11:29:22] INFO: Compressing attribute | Context: attribute=entityStatus, original_words=49, original_preview=The current status of the entity. Valid values are Active, Active (branch), Active (default of payme..., data_type=String, display_name=Entity Status
[2025-07-07 11:29:23] SUCCESS: ✅ Successfully compressed attribute | Context: attribute=entityStatus, original_words=49, compressed_words=44, reduction=10.2%, compressed_preview=Current status of the entity: Active, Active (branch), Active (default of payment), Active (dormant)...
[2025-07-07 11:29:23] INFO: Saving compressed description to NEW field | Context: attribute=entityStatus, action=adding_compressed_description_field
[2025-07-07 11:29:24] SUCCESS: ✅ Database updated with compressed description | Context: attribute=entityStatus, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 11:29:24] INFO: Compressing attribute | Context: attribute=entityBVDPeerGroupDescBVD, original_words=8, original_preview=BvD defined peer group description for the entity...., data_type=String, display_name=BvD Peer Group Description
[2025-07-07 11:29:25] FAILURE: ❌ Compression validation failed | Context: attribute=entityBVDPeerGroupDescBVD, original_words=8, compressed_result=BvD defined peer group description for the entity...., issues=[None, 'No change', 'Not shorter']
[2025-07-07 11:29:25] INFO: Compressing attribute | Context: attribute=parentSupport, original_words=16, original_preview=The support level from Parent or Affiliate. Valid values are: Very High, High, Moderate, and Low...., data_type=String, display_name=Parent Support
[2025-07-07 11:29:25] SUCCESS: ✅ Successfully compressed attribute | Context: attribute=parentSupport, original_words=16, compressed_words=11, reduction=31.2%, compressed_preview=Support level from Parent or Affiliate: Very High, High, Moderate, Low....
[2025-07-07 11:29:25] INFO: Saving compressed description to NEW field | Context: attribute=parentSupport, action=adding_compressed_description_field
[2025-07-07 11:29:27] SUCCESS: ✅ Database updated with compressed description | Context: attribute=parentSupport, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 11:29:27] INFO: Compressing attribute | Context: attribute=entitySocialNetworkLinkYoutube, original_words=7, original_preview=The link to the entity's Youtube account...., data_type=String, display_name=Social Network Link - Youtube
[2025-07-07 11:29:28] SUCCESS: ✅ Successfully compressed attribute | Context: attribute=entitySocialNetworkLinkYoutube, original_words=7, compressed_words=5, reduction=28.6%, compressed_preview=Link to entity's Youtube account....
[2025-07-07 11:29:28] INFO: Saving compressed description to NEW field | Context: attribute=entitySocialNetworkLinkYoutube, action=adding_compressed_description_field
[2025-07-07 11:29:29] SUCCESS: ✅ Database updated with compressed description | Context: attribute=entitySocialNetworkLinkYoutube, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 11:29:29] INFO: Compressing attribute | Context: attribute=entitySocialNetworkLinkFoursquare, original_words=7, original_preview=The link to the entity's Foursquare account...., data_type=String, display_name=Social Network Link - Foursquare
[2025-07-07 11:29:30] SUCCESS: ✅ Successfully compressed attribute | Context: attribute=entitySocialNetworkLinkFoursquare, original_words=7, compressed_words=6, reduction=14.3%, compressed_preview=Foursquare account link for the entity....
[2025-07-07 11:29:30] INFO: Saving compressed description to NEW field | Context: attribute=entitySocialNetworkLinkFoursquare, action=adding_compressed_description_field
[2025-07-07 11:29:31] SUCCESS: ✅ Database updated with compressed description | Context: attribute=entitySocialNetworkLinkFoursquare, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 11:29:31] INFO: Compressing attribute | Context: attribute=entitySocialNetworkLinkLinkedin, original_words=7, original_preview=The link to the entity's Linkedin account...., data_type=String, display_name=Social Network Link - Linkedin
[2025-07-07 11:29:31] SUCCESS: ✅ Successfully compressed attribute | Context: attribute=entitySocialNetworkLinkLinkedin, original_words=7, compressed_words=6, reduction=14.3%, compressed_preview=Linkedin account link for the entity....
[2025-07-07 11:29:31] INFO: Saving compressed description to NEW field | Context: attribute=entitySocialNetworkLinkLinkedin, action=adding_compressed_description_field
[2025-07-07 11:29:33] SUCCESS: ✅ Database updated with compressed description | Context: attribute=entitySocialNetworkLinkLinkedin, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 11:29:33] INFO: Compressing attribute | Context: attribute=gcorrAssetRSquaredPreset, original_words=36, original_preview=The asset R-squared to use when it cannot be source from the model data provided in the application...., data_type=Decimal, display_name=GCorr Asset R-Squared Preset
[2025-07-07 11:29:33] SUCCESS: ✅ Successfully compressed attribute | Context: attribute=gcorrAssetRSquaredPreset, original_words=36, compressed_words=22, reduction=38.9%, compressed_preview=Asset R-squared value (GCorr) used if not available from model data. Valid range: 0.0001–1. Contact ...
[2025-07-07 11:29:33] INFO: Saving compressed description to NEW field | Context: attribute=gcorrAssetRSquaredPreset, action=adding_compressed_description_field
[2025-07-07 11:29:35] SUCCESS: ✅ Database updated with compressed description | Context: attribute=gcorrAssetRSquaredPreset, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 11:29:35] INFO: Processing batch | Context: batch_num=32, total_batches=176, batch_size=10
[2025-07-07 11:29:35] INFO: Compressing attribute | Context: attribute=gcorrRecoveryRSquaredPreset, original_words=37, original_preview=The recovery R-squared value to use when it cannot be source from the model data provided in the app..., data_type=Decimal, display_name=Gcorr Recovery R-Squared Preset
[2025-07-07 11:29:36] SUCCESS: ✅ Successfully compressed attribute | Context: attribute=gcorrRecoveryRSquaredPreset, original_words=37, compressed_words=19, reduction=48.6%, compressed_preview=Recovery R-squared value used if unavailable from model data. Range: 0–1. Contact Moody's Analytics ...
[2025-07-07 11:29:36] INFO: Saving compressed description to NEW field | Context: attribute=gcorrRecoveryRSquaredPreset, action=adding_compressed_description_field
[2025-07-07 11:29:37] SUCCESS: ✅ Database updated with compressed description | Context: attribute=gcorrRecoveryRSquaredPreset, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 11:29:37] INFO: Compressing attribute | Context: attribute=rbcChargeIdentifier, original_words=12, original_preview=The identifier of the rating to risk based capital (RBC) charge mapping...., data_type=String, display_name=RBC Charge Identifier
[2025-07-07 11:29:38] SUCCESS: ✅ Successfully compressed attribute | Context: attribute=rbcChargeIdentifier, original_words=12, compressed_words=10, reduction=16.7%, compressed_preview=Identifier for rating to risk based capital (RBC) charge mapping....
[2025-07-07 11:29:38] INFO: Saving compressed description to NEW field | Context: attribute=rbcChargeIdentifier, action=adding_compressed_description_field
[2025-07-07 11:29:39] SUCCESS: ✅ Database updated with compressed description | Context: attribute=rbcChargeIdentifier, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 11:29:39] INFO: Compressing attribute | Context: attribute=expectedInterestIncomeSpreadMinusDefaultLoss, original_words=25, original_preview=The difference between the expected interest income and expected principal loss up to horizon due to..., data_type=Decimal, display_name=Expected Interest Income Spread Minus Default Loss
[2025-07-07 11:29:40] SUCCESS: ✅ Successfully compressed attribute | Context: attribute=expectedInterestIncomeSpreadMinusDefaultLoss, original_words=25, compressed_words=15, reduction=40.0%, compressed_preview=Expected interest income minus expected principal loss from default and risk-free rate, in reporting...
[2025-07-07 11:29:40] INFO: Saving compressed description to NEW field | Context: attribute=expectedInterestIncomeSpreadMinusDefaultLoss, action=adding_compressed_description_field
[2025-07-07 11:29:41] SUCCESS: ✅ Database updated with compressed description | Context: attribute=expectedInterestIncomeSpreadMinusDefaultLoss, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 11:29:41] INFO: Compressing attribute | Context: attribute=economicRorac, original_words=31, original_preview=The economic return on risk-adjusted capital (RORAC). The risk-free rate plus the ratio between inst..., data_type=Decimal, display_name=Economic RORAC
[2025-07-07 11:29:42] SUCCESS: ✅ Successfully compressed attribute | Context: attribute=economicRorac, original_words=31, compressed_words=24, reduction=22.6%, compressed_preview=Economic return on risk-adjusted capital (RORAC): risk-free rate plus ratio of instrument expected p...
[2025-07-07 11:29:42] INFO: Saving compressed description to NEW field | Context: attribute=economicRorac, action=adding_compressed_description_field
[2025-07-07 11:29:43] SUCCESS: ✅ Database updated with compressed description | Context: attribute=economicRorac, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 11:29:43] INFO: Compressing attribute | Context: attribute=concentrationAdjustedRegulatoryRorac, original_words=21, original_preview=The ratio between the instrument's expected profit and concentration adjusted regulatory capital ret..., data_type=Decimal, display_name=Concentration Adjusted Regulatory RORAC
[2025-07-07 11:29:44] SUCCESS: ✅ Successfully compressed attribute | Context: attribute=concentrationAdjustedRegulatoryRorac, original_words=21, compressed_words=18, reduction=14.3%, compressed_preview=Ratio of instrument’s expected profit to concentration adjusted regulatory capital return on risk-ad...
[2025-07-07 11:29:44] INFO: Saving compressed description to NEW field | Context: attribute=concentrationAdjustedRegulatoryRorac, action=adding_compressed_description_field
[2025-07-07 11:29:45] SUCCESS: ✅ Database updated with compressed description | Context: attribute=concentrationAdjustedRegulatoryRorac, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 11:29:45] INFO: Compressing attribute | Context: attribute=riskWeightedAssetsByNotionalAmount, original_words=22, original_preview=The risk weighted assets of the instrument as a ratio of its notional amount.?Expressed in decimal f..., data_type=Decimal, display_name=Risk Weighted Asset by Notional Amount
